"범죄별","재범기간및종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"도로교통법(무면허운전)","3년 이내","소년범죄자 재범기간 및 종류","명","206","259","298","187","158","107","130","94","","","","","","",
"도로교통법(무면허운전)","3년 초과","소년범죄자 재범기간 및 종류","명","113","207","245","125","107","71","175","85","","","","","","",
"도로교통법(음주운전)","합계","소년범죄자 재범기간 및 종류","명","396","470","675","351","287","189","293","361","","","","","","",
"도로교통법(음주운전)","동종재범","소년범죄자 재범기간 및 종류","명","122","123","191","73","83","43","50","103","","","","","","",
"도로교통법(음주운전)","1개월 이내","소년범죄자 재범기간 및 종류","명","6","6","9","3","6","5","6","5","","","","","","",
"도로교통법(음주운전)","3개월 이내","소년범죄자 재범기간 및 종류","명","6","10","32","10","15","1","5","11","","","","","","",
"도로교통법(음주운전)","6개월 이내","소년범죄자 재범기간 및 종류","명","11","9","17","7","8","3","3","12","","","","","","",
"도로교통법(음주운전)","1년 이내","소년범죄자 재범기간 및 종류","명","37","43","66","30","31","13","18","30","","","","","","",
"도로교통법(음주운전)","2년 이내","소년범죄자 재범기간 및 종류","명","29","24","34","15","11","15","12","23","","","","","","",
"도로교통법(음주운전)","3년 이내","소년범죄자 재범기간 및 종류","명","16","16","26","7","11","5","5","14","","","","","","",
"도로교통법(음주운전)","3년 초과","소년범죄자 재범기간 및 종류","명","17","15","7","1","1","1","1","8","","","","","","",
"도로교통법(음주운전)","이종재범","소년범죄자 재범기간 및 종류","명","274","347","484","278","204","146","243","258","","","","","","",
"도로교통법(음주운전)","1개월 이내","소년범죄자 재범기간 및 종류","명","9","8","15","9","8","8","11","7","","","","","","",
"도로교통법(음주운전)","3개월 이내","소년범죄자 재범기간 및 종류","명","10","13","35","16","18","12","15","20","","","","","","",
"도로교통법(음주운전)","6개월 이내","소년범죄자 재범기간 및 종류","명","20","28","26","19","16","17","21","23","","","","","","",
"도로교통법(음주운전)","1년 이내","소년범죄자 재범기간 및 종류","명","63","87","141","87","58","36","79","85","","","","","","",
"도로교통법(음주운전)","2년 이내","소년범죄자 재범기간 및 종류","명","53","65","113","77","50","37","49","52","","","","","","",
"도로교통법(음주운전)","3년 이내","소년범죄자 재범기간 및 종류","명","63","64","79","41","35","22","30","39","","","","","","",
"도로교통법(음주운전)","3년 초과","소년범죄자 재범기간 및 종류","명","56","82","75","29","19","14","38","32","","","","","","",
"도로법","합계","소년범죄자 재범기간 및 종류","명","1","1","4","9","5","-","1","-","1","-","-","2","-","-",
"도로법","동종재범","소년범죄자 재범기간 및 종류","명","1","-","-","4","2","-","-","-","-","-","-","","-","-",
"도로법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도로법","3개월 이내","소년범죄자 재범기간 및 종류","명","1","-","-","2","-","-","-","-","-","-","-","","-","-",
"도로법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도로법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","2","-","-","-","-","-","-","-","","-","-",
"도로법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"도로법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도로법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"도로법","이종재범","소년범죄자 재범기간 및 종류","명","-","1","4","5","3","-","1","-","1","-","-","2","-","-",
"도로법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","1","-","1","-","-","-","-","-","-","","-","-",
"도로법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","1","-","-","","-","-",
"도로법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"도로법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","3","1","1","-","1","-","-","-","-","2","-","-",
"도로법","2년 이내","소년범죄자 재범기간 및 종류","명","-","1","-","3","-","-","-","-","-","-","-","","-","-",
"도로법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"도로법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도시계획법","합계","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"도시계획법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"마약류관리에관한법률","합계","소년범죄자 재범기간 및 종류","명","6","3","5","1","2","1","2","7","10","14","16","14","25","28",
"마약류관리에관한법률","동종재범","소년범죄자 재범기간 및 종류","명","2","1","-","-","1","-","1","-","4","3","5","8","9","13",
"마약류관리에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","1","-","-","-","-","-","-","-","-","-","-","1","4","2",
"마약류관리에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","2","1","1","1","1","2",
"마약류관리에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","-","-","-","-","-","-","2","2","3",
"마약류관리에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","1","-","-","-","1","-","1","-","1","1","3","2","2","2",
"마약류관리에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","1","-","-","1","-","2",
"마약류관리에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","1","1","-","1",
"마약류관리에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","1","-","","-","1",
"마약류관리에관한법률","이종재범","소년범죄자 재범기간 및 종류","명","4","2","5","1","1","1","1","7","6","11","11","6","16","15",
"마약류관리에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","1","-","-","1","-","3","1","3",
"마약류관리에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","1","-","-","1","-","1",
"마약류관리에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","1","-","2","-","-","1","","4","-",
"마약류관리에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","2","-","4","1","-","-","-","-","2","3","8","1","6","7",
"마약류관리에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","1","1","1","-","-","-","-","2","3","2","1","","2","1",
"마약류관리에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","2","-","5","1","","2","2",
"마약류관리에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","1","1","-","-","-","-","-","1","-","-","-","1","1","1",
"물환경보전법","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"물환경보전법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"민사소송법","합계","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"민사소송법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","합계","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"변호사법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"병역법","합계","소년범죄자 재범기간 및 종류","명","29","39","25","1","1","-","-","-","-","-","2","","-","-",
"병역법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"병역법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"병역법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"병역법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"병역법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"병역법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"병역법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"병역법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"병역법","이종재범","소년범죄자 재범기간 및 종류","명","29","39","25","1","-","-","-","-","-","-","2","","-","-",
"병역법","1개월 이내","소년범죄자 재범기간 및 종류","명","1","2","-","-","-","-","-","-","-","-","-","","-","-",
"병역법","3개월 이내","소년범죄자 재범기간 및 종류","명","1","1","-","-","-","-","-","-","-","-","-","","-","-",
"병역법","6개월 이내","소년범죄자 재범기간 및 종류","명","1","4","2","-","-","-","-","-","-","-","1","","-","-",
"병역법","1년 이내","소년범죄자 재범기간 및 종류","명","8","12","8","-","-","-","-","-","-","-","-","","-","-",
"병역법","2년 이내","소년범죄자 재범기간 및 종류","명","5","6","8","-","-","-","-","-","-","-","-","","-","-",
"병역법","3년 이내","소년범죄자 재범기간 및 종류","명","7","5","-","1","-","-","-","-","-","-","-","","-","-",
"병역법","3년 초과","소년범죄자 재범기간 및 종류","명","6","9","7","-","-","-","-","-","-","-","1","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","합계","소년범죄자 재범기간 및 종류","명","-","-","-","2","1","-","-","-","-","-","1","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","1","1","-","-","-","-","-","1","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","-","-","1","","-","-",
"부정경쟁방지및영업비밀보호에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"부정수표단속법","합계","소년범죄자 재범기간 및 종류","명","3","2","2","13","7","2","-","1","5","6","4","","7","1",
"부정수표단속법","동종재범","소년범죄자 재범기간 및 종류","명","1","-","-","3","-","-","-","-","-","-","-","","2","1",
"부정수표단속법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정수표단속법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정수표단속법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","2","-",
"부정수표단속법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","3","-","-","-","-","-","-","-","","-","1",
"부정수표단속법","2년 이내","소년범죄자 재범기간 및 종류","명","1","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정수표단속법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정수표단속법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정수표단속법","이종재범","소년범죄자 재범기간 및 종류","명","2","2","2","10","7","2","-","1","5","6","4","","5","-",
"부정수표단속법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","1","2","-","-","1","-","1","-","","-","-",
"부정수표단속법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","1","-","3","-","-","-","-","-","-","-","","1","-",
"부정수표단속법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"부정수표단속법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","1","5","2","1","-","-","5","5","4","","2","-",
"부정수표단속법","2년 이내","소년범죄자 재범기간 및 종류","명","1","-","-","-","1","1","-","-","-","-","-","","-","-",
"부정수표단속법","3년 이내","소년범죄자 재범기간 및 종류","명","1","-","1","1","2","-","-","-","-","-","-","","2","-",
"부정수표단속법","3년 초과","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","-","-","-","-","-","-","","-","-",
"사행행위등규제및처벌특례법","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","2","1","1","","-","-",
"사행행위등규제및처벌특례법","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","2","1","-","","-","-",
"사행행위등규제및처벌특례법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","2","-","-","","-","-",
"사행행위등규제및처벌특례법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","-","","-","-",
"사행행위등규제및처벌특례법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","-",
"사행행위등규제및처벌특례법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","-",
"사행행위등규제및처벌특례법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"사행행위등규제및처벌특례법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산림법","합계","소년범죄자 재범기간 및 종류","명","-","1","","","","","","","","","","","","",
"산림법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","이종재범","소년범죄자 재범기간 및 종류","명","-","1","","","","","","","","","","","","",
"산림법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","","","","","","","","","","","","",
"산림법","3년 초과","소년범죄자 재범기간 및 종류","명","-","1","","","","","","","","","","","","",
"산림자원의조성및관리에관한법률","합계","소년범죄자 재범기간 및 종류","명","","","-","1","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","동종재범","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","이종재범","소년범죄자 재범기간 및 종류","명","","","-","1","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","","","-","1","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산림자원의조성및관리에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","","","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","합계","소년범죄자 재범기간 및 종류","명","-","-","1","1","1","-","1","-","-","-","-","","-","-",
"산업안전보건법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"산업안전보건법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"산업안전보건법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
